VendorId,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,fare_amount,extra,tip_amount,improvement_surcharge,total_amount
6,2024-01-17T22:01:22.000,2024-01-17T22:01:02.000,,4.36,19.26,0.0,0.0,0.3,20.06
6,2024-01-17T23:01:43.000,2024-01-17T23:01:05.000,,4.73,16.17,0.0,0.0,0.3,16.97
6,2024-01-18T07:01:17.000,2024-01-18T08:01:27.000,,19.04,73.55,0.0,0.0,0.3,74.35
6,2024-01-18T07:01:49.000,2024-01-18T08:01:26.000,,14.37,53.16,0.0,0.0,0.3,53.96
6,2024-01-18T08:01:04.000,2024-01-18T09:01:04.000,,7.88,35.02,0.0,0.0,0.3,35.82
6,2024-01-18T09:01:42.000,2024-01-18T10:01:30.000,,5.2,16.84,0.5,0.0,0.3,17.64
6,2024-01-18T10:01:22.000,2024-01-18T10:01:31.000,,6.65,44.61,0.0,0.0,0.3,45.41
6,2024-01-18T12:01:40.000,2024-01-18T12:01:22.000,,0.78,29.2,0.0,0.0,0.3,30.0
6,2024-01-18T12:01:40.000,2024-01-18T12:01:15.000,,0.97,32.2,0.0,0.0,0.3,33.0
6,2024-01-18T14:01:46.000,2024-01-18T15:01:13.000,,15.66,79.69,0.0,0.0,0.3,80.49
6,2024-01-18T15:01:28.000,2024-01-18T15:01:28.000,,6.41,22.15,0.0,0.0,0.3,22.95
6,2024-01-18T17:01:47.000,2024-01-18T18:01:47.000,,9.78,55.1,0.0,0.0,0.3,55.9
6,2024-01-18T17:01:45.000,2024-01-18T18:01:46.000,,1.16,24.2,0.5,0.0,0.3,25.0
6,2024-01-18T17:01:08.000,2024-01-18T17:01:18.000,,3.34,38.2,0.0,0.0,0.3,39.0
6,2024-01-18T18:01:12.000,2024-01-18T19:01:38.000,,11.92,43.11,0.5,0.0,0.3,43.91
6,2024-01-18T18:01:57.000,2024-01-18T19:01:16.000,,14.09,61.17,0.0,0.0,0.3,61.97
6,2024-01-18T18:01:20.000,2024-01-18T19:01:50.000,,15.55,41.21,0.0,0.0,0.3,42.01
6,2024-01-19T00:01:28.000,2024-01-19T01:01:00.000,,17.35,43.58,0.0,0.0,0.3,44.38
6,2024-01-19T06:01:06.000,2024-01-19T07:01:39.000,,21.47,53.59,0.5,0.0,0.3,54.39
6,2024-01-19T06:01:24.000,2024-01-19T07:01:45.000,,20.52,59.43,0.0,0.0,0.3,60.23
6,2024-01-19T10:01:55.000,2024-01-19T11:01:30.000,,2.98,21.2,0.0,0.0,0.3,22.0
6,2024-01-19T11:01:04.000,2024-01-19T11:01:28.000,,3.42,27.2,0.0,0.0,0.3,28.0
6,2024-01-19T12:01:37.000,2024-01-19T13:01:47.000,,15.42,52.85,0.0,0.0,0.3,53.65
6,2024-01-19T12:01:10.000,2024-01-19T12:01:13.000,,2.96,30.2,0.0,0.0,0.3,31.0
6,2024-01-19T12:01:10.000,2024-01-19T12:01:44.000,,0.53,15.2,0.0,0.0,0.3,16.0
